id,host,app,host_type,virtual,desktop,os,os_release,os_version,host_model,host_serial,location,ip
1,XSAQ0560,SMD,Server,N,N,AIX,12,5.3,9117-570,109187D,SOMERSET,10.9.49.161
2,XSAQ0560,SMD,Server,N,N,AIX,12,5.3,9117-570,109187D,SOMERSET,192.168.24.22
3,XSAQ0560,SMD,Server,N,N,AIX,12,5.3,9117-570,109187D,SOMERSET,10.9.49.160
4,XSAQ0560,SMD,Server,N,N,AIX,12,5.3,9117-570,109187D,SOMERSET,10.9.49.161
5,XSAQ0560,SMD,Server,N,N,AIX,12,5.3,9117-570,109187D,SOMERSET,10.9.49.162
6,XSAQ0560,ORB,Server,N,N,AIX,12,5.3,9117-570,109187D,SOMERSET,10.9.49.161
7,XSAQ0560,ORB,Server,N,N,AIX,12,5.3,9117-570,109187D,SOMERSET,192.168.24.22
8,XSAQ0560,ORB,Server,N,N,AIX,12,5.3,9117-570,109187D,SOMERSET,10.9.49.160
9,XSAQ0560,ORB,Server,N,N,AIX,12,5.3,9117-570,109187D,SOMERSET,10.9.49.161
10,XSAQ0560,ORB,Server,N,N,AIX,12,5.3,9117-570,109187D,SOMERSET,10.9.49.162
11,NTSMAPPSBRE02A,WFS,Server,Y,Y,Microsoft Windows 2000,N/A,5.0.2195,N/A,N/A,N/A,10.43.107.13
12,XSAQ0751,BMC,Server,N,N,AIX,7,6.1,9133-55A,105E7BH,SOMERSET,192.168.22.27
13,XSAQ0751,BMC,Server,N,N,AIX,7,6.1,9133-55A,105E7BH,SOMERSET,160.254.68.225
14,XSAQ0751,BMC,Server,N,N,AIX,7,6.1,9133-55A,105E7BH,SOMERSET,160.254.68.226
15,AVACOS02N01,ESS,Storage,N,N,Linux,release 4,2.6.9-89.ELsmp,N/A,N/A,College Station,fe80::a6ba:dbff:fe33:32ac
16,AVACOS02N01,ESS,Storage,N,N,Linux,release 4,2.6.9-89.ELsmp,N/A,N/A,College Station,10.23.127.170
17,WSOMPDSAMS03,WDC,Server,N,N,Windows 2008,6002,6.0.6002,ProLiant DL380 G5,USE841NDH8,SOMERSET,160.254.93.23
18,WSOMPDSAMS03,WPS,Server,N,N,Windows 2008,6002,6.0.6002,ProLiant DL380 G5,USE841NDH8,SOMERSET,160.254.93.23
19,AVATPCKVS01N14,ESS,Storage,N,N,Linux,release 4,2.6.9-89.ELsmp,N/A,N/A,Nashville,160.254.83.160
20,AVATPCKVS01N14,ESS,Storage,N,N,Linux,release 4,2.6.9-89.ELsmp,N/A,N/A,Nashville,fe80::a6ba:dbff:fe40:6102
21,WTPCPAP9DF01,WFS,Server,Y,N,Windows 2003,3790,5.2.3790,VMware Virtual Platform,VMWARE-42 10 2F B9 B2 8A 18 D6-91 94 F5 2C B1 C0 22 87,Nashville,10.59.52.18
22,NTSDIVY106003,WFS,Server,N,N,Windows 2003,3790,5.2.3790,ProLiant DL380 G4,USE513A3JJ,Uniondale,10.20.3.30
23,NTSDIVY106003,WFS,Server,N,N,Windows 2003,3790,5.2.3790,ProLiant DL380 G4,USE513A3JJ,Uniondale,10.20.3.30
24,WMTKPAVZTY03,ZTY,Server,Y,N,Windows 2003 R2,3790,5.2.3790,VMware Virtual Platform,VMWARE-50 22 55 1A 05 47 58 3A-F3 F9 65 4B 8B 29 93 9A,Woking,10.144.250.26
25,WSOMPAPGID72,GID,Server,N,N,Microsoft Windows 2000,2195,5.0.2195,N/A,N/A,SOMERSET,160.254.92.25
26,WTPCPAPAES25,AES,Server,N,N,Windows 2003 R2,3790,5.2.3790,ProLiant BL460c G1,USE835EPSN,Nashville,160.254.147.56
27,WTPCPAPAES25,AES,Server,N,N,Windows 2003 R2,3790,5.2.3790,ProLiant BL460c G1,USE835EPSN,Nashville,160.254.147.97
28,WTPCPAPAES25,AES,Server,N,N,Windows 2003 R2,3790,5.2.3790,ProLiant BL460c G1,USE835EPSN,Nashville,160.254.147.57
29,WBRVPAPMMA01,ODS,Server,Y,N,Windows 2003,3790,5.2.3790,VMware Virtual Platform,VMWARE-50 3B 15 B2 16 FC 01 6B-C4 09 DB 90 7C 81 91 74,Brussels BE,10.12.70.191
30,WTPCPPIORC02,ORC,Server,Y,N,Windows 2003,3790,5.2.3790,VMware Virtual Platform,VMWARE-42 10 DD F7 C2 0C 57 80-96 4A A0 78 07 DC CC 3F,Nashville,160.254.147.75
31,XSD00A12,BDM,Server,N,N,SunOS,s10s_u8wos_08a,5.1,Sun Microsystems sun4u Sun Fire V890,0620AM0817,Nashville,160.254.68.7
32,NTSDATA105001,WFS,Server,N,N,Windows 2008,6002,6.0.6002,ProLiant DL380 G6,USE009NBF2,New York,10.20.65.31
33,NTSDATA105001,XBQ,Server,N,N,Windows 2008,6002,6.0.6002,ProLiant DL380 G6,USE009NBF2,New York,10.20.65.31
34,NTSDATA105001,XBO,Server,N,N,Windows 2008,6002,6.0.6002,ProLiant DL380 G6,USE009NBF2,New York,10.20.65.31
35,NTSDATA105001,COR,Server,N,N,Windows 2008,6002,6.0.6002,ProLiant DL380 G6,USE009NBF2,New York,10.20.65.31
36,PERFPWNPVC01,9VC,Server,N,N,Windows 2003,3790,5.2.3790,ProLiant DL360 G3,M05YLGP82V,Florham Park,167.113.250.176
37,WTPCPSPTRM01,DLP,Server,N,N,Windows 2003 R2,3790,5.2.3790,ProLiant DL380 G5,USE925N119,Nashville,160.254.3.162
38,WSOMDTVGPT01,GPT,Server,Y,N,Windows 2008 R2,7601,6.1.7601,VMware Virtual Platform,VMWARE-42 32 3D 6A BA B2 D0 23-1E EB 6E 02 1B 36 85 52,SOMERSET,10.9.14.169
39,WLUXPAPCMS01,YBC,Server,Y,N,Windows 2003 R2,3790,5.2.3790,VMware Virtual Platform,VMWARE-42 15 AF 46 7C C0 AA EF-86 FE 28 69 5A 08 D1 B9,Luxembourg,10.43.181.75
40,WMTKPDBESX01,COR,Server,N,N,Windows 2008 R2,7600,6.1.7600,ProLiant DL380 G6,GB8951CKWT,Milton Keynes UK,167.113.161.43
41,WNPCQAPBOB01,YAG,Server,N,N,Windows 2003 R2,3790,5.2.3790,ProLiant BL460c G1,USE924MS2N,Freeport,10.0.55.145
42,WNPCQAPBOB01,FLO,Server,N,N,Windows 2003 R2,3790,5.2.3790,ProLiant BL460c G1,USE924MS2N,Freeport,10.0.55.145
43,WNPCQAPBOB01,CBI,Server,N,N,Windows 2003 R2,3790,5.2.3790,ProLiant BL460c G1,USE924MS2N,Freeport,10.0.55.145
44,WNPCQAPBOB01,BOB,Server,N,N,Windows 2003 R2,3790,5.2.3790,ProLiant BL460c G1,USE924MS2N,Freeport,10.0.55.145
45,WBRCPAPACD02,ACD,Server,N,N,Windows 2003 R2,3790,5.2.3790,ProLiant DL380 G5,USE711N68B,New York,10.2.58.148
46,WBRCPAPACD02,ACD,Server,N,N,Windows 2003 R2,3790,5.2.3790,ProLiant DL380 G5,USE711N68B,New York,10.2.58.148
47,RTPCPAVEBI01,CHA,Server,Y,N,Linux,release 4,2.6.9-55.ELsmp,N/A,N/A,Nashville,fe80::250:56ff:feb2:3527
48,RTPCPAVEBI01,EBI,Server,Y,N,Linux,release 4,2.6.9-55.ELsmp,N/A,N/A,Nashville,fe80::250:56ff:feb2:3527
49,WSOMTEVTOJ01,TOJ,Server,Y,N,Windows 2003,3790,5.2.3790,VMware Virtual Platform,VMWARE-50 0F 65 C0 0C 98 AC F8-74 A0 8A C9 9B 83 18 5C,SOMERSET,10.9.14.61
50,WTPCPDBCVA02,CVA,Server,N,N,Windows 2003 R2,3790,5.2.3790,ProLiant BL460c G1,USE904K429,Nashville,160.254.73.33
51,SN2G,YUA,Server,N,N,SunOS,s10s_u7wos_08,5.1,Sun Microsystems sun4u Sun Fire V245,0811FML01K,Freeport,167.222.162.30
52,SN2G,RTA,Server,N,N,SunOS,s10s_u7wos_08,5.1,Sun Microsystems sun4u Sun Fire V245,0811FML01K,Freeport,167.222.162.30
53,WSOMPSMTSD11,ITY,Server,N,N,Windows 2003 R2,3790,5.2.3790,ProLiant DL380 G3,D337LJC1H365,SOMERSET,10.9.211.97
54,WSOMPSMTSD11,TSD,Server,N,N,Windows 2003 R2,3790,5.2.3790,ProLiant DL380 G3,D337LJC1H365,SOMERSET,10.9.211.97
55,WDPBNY06,COR,Server,N,N,Windows 2003,N/A,5.2,N/A,N/A,Nashville,160.254.7.150
56,WDPBNY06,COR,Server,N,N,Windows 2003,N/A,5.2,N/A,N/A,Nashville,160.254.7.235
57,WSOMDAVADR01,DRG,Server,Y,N,Windows 2003 R2,3790,5.2.3790,Virtual Machine,9046-6374-7575-3281-8803-2337-91,SOMERSET,10.9.174.140
58,WSOMUAVCUE01,CUE,Server,Y,N,Windows 2003 R2,3790,5.2.3790,VMware Virtual Platform,VMWARE-56 4D BC 24 73 EC D6 71-17 33 C4 6F 03 A9 49 BE,SOMERSET,10.9.174.91
59,AVATPCNBK03N04,ESS,Storage,N,N,Linux,release 4,2.6.9-89.ELsmp,N/A,N/A,Nashville,fe80::226:b9ff:fe4b:6bcc
60,AVATPCNBK03N04,ESS,Storage,N,N,Linux,release 4,2.6.9-89.ELsmp,N/A,N/A,Nashville,160.254.83.24
61,WSOMPAPIMC02,IMC,Server,N,N,Windows 2003,3790,5.2.3790,N/A,USE611N0DK,SOMERSET,10.9.12.86
62,WMTKPCVEUR17,WCX,Server,Y,N,Windows 2003 R2,3790,5.2.3790,VMware Virtual Platform,VMWARE-50 22 82 3E E7 63 12 FD-6A 73 74 2D 88 61 36 34,Woking,10.48.0.133
63,WSOMPAVECC24,ECC,Server,Y,N,Windows 2008 R2,7601,6.1.7601,VMware Virtual Platform,VMWARE-42 32 0A AF C7 D9 61 50-C7 CC ED 0B BA 2C 39 10,SOMERSET,10.9.172.216
64,NTSMISD15012A,ZIN,Server,N,N,Windows 2003,3790,5.2.3790,ProLiant BL460c G1,USE937S119,Nashville,10.59.150.66
65,XSAQ0853,BMC,Server,N,N,AIX,6,5.3,9133-55A,065E78H,SOMERSET,160.254.68.235
66,XSAQ0853,BMC,Server,N,N,AIX,6,5.3,9133-55A,065E78H,SOMERSET,160.254.68.236
67,WNPCPNPTRM01,DLP,Server,N,N,Windows 2003 R2,3790,5.2.3790,ProLiant DL380 G5,USE922N6KQ,Freeport,167.222.62.156
68,XSA00Y32,PFN,Server,N,N,AIX,7,6.1,8205-E6D,06C012T,SOMERSET,160.254.95.134
69,WQVSDAPYGD01,YGD,Server,N,N,Windows 2003 R2,3790,5.2.3790,ProLiant BL460c G6,CZJ9420ANP,London UK,167.113.186.190
70,WSOMPCV9PC02,9PC,Server,Y,N,Windows 2003,3790,5.2.3790,VMware Virtual Platform,VMWARE-50 21 3A 19 72 9B 06 ED-48 81 D5 02 5D F5 56 D8,SOMERSET,167.113.197.27
71,RTPCDMRRG001,ALG,Server,N,N,Linux,release 4,2.6.9-55.EL,N/A,USE614NARR,Nashville,fe80::216:35ff:fe6b:3eeb
72,RTPCDMRRG001,ALG,Server,N,N,Linux,release 4,2.6.9-55.EL,N/A,USE614NARR,Nashville,10.59.51.158
73,XSA00Y41,FNI,Server,N,N,AIX,6,6.1,9133-55A,06088EH,SOMERSET,160.254.95.156
74,WNPTTAPAE12,AEG,Server,Y,N,Windows 2003,3790,5.2.3790,VMware Virtual Platform,VMWARE-42 11 20 E8 2D DF BE E0-7B A3 04 CF F1 58 BC 5C,SOMERSET,10.9.158.93
75,WTPCPGWIRD01,IRD,Server,Y,N,Windows 2003 R2,3790,5.2.3790,VMware Virtual Platform,VMWARE-42 10 6B E8 6A 58 FB 37-F1 6B 7F FA A8 73 7A 6D,Nashville,160.254.73.27
76,AVATPC01N03,ESS,Storage,N,N,Linux,release 4,2.6.9-67.EL.bz450900.HFsmp,N/A,N/A,Nashville,160.254.65.23
77,AVATPCESX02N03,ESS,Storage,N,N,Linux,release 4,2.6.9-67.EL.bz450900.HFsmp,N/A,N/A,Nashville,160.254.65.97
78,WTPCPLGCOR01,COR,Server,N,N,Windows 2003,3790,5.2.3790,ProLiant DL580 G2,EC06LD5Z58,Nashville,160.254.8.41
79,R147P10,SAX,Server,N,N,Linux,release 5.4,2.6.18-194.11.1.el5,ProLiant BL460c G6,USE0515554,Nashville,fe80::3e4a:92ff:fedd:31a8
80,R147P10,SAX,Server,N,N,Linux,release 5.4,2.6.18-194.11.1.el5,ProLiant BL460c G6,USE0515554,Nashville,fe80::3e4a:92ff:fedd:31ac
81,R147P10,SAX,Server,N,N,Linux,release 5.4,2.6.18-194.11.1.el5,ProLiant BL460c G6,USE0515554,Nashville,160.254.227.37
82,R147P10,SAX,Server,N,N,Linux,release 5.4,2.6.18-194.11.1.el5,ProLiant BL460c G6,USE0515554,Nashville,160.254.227.30
83,R147P10,SAX,Server,N,N,Linux,release 5.4,2.6.18-194.11.1.el5,ProLiant BL460c G6,USE0515554,Nashville,fe80::3e4a:92ff:fedd:31ad
84,R147P10,GAP,Server,N,N,Linux,release 5.4,2.6.18-194.11.1.el5,ProLiant BL460c G6,USE0515554,Nashville,fe80::3e4a:92ff:fedd:31a8
85,R147P10,GAP,Server,N,N,Linux,release 5.4,2.6.18-194.11.1.el5,ProLiant BL460c G6,USE0515554,Nashville,fe80::3e4a:92ff:fedd:31ac
86,R147P10,GAP,Server,N,N,Linux,release 5.4,2.6.18-194.11.1.el5,ProLiant BL460c G6,USE0515554,Nashville,160.254.227.37
87,R147P10,GAP,Server,N,N,Linux,release 5.4,2.6.18-194.11.1.el5,ProLiant BL460c G6,USE0515554,Nashville,160.254.227.30
88,R147P10,GAP,Server,N,N,Linux,release 5.4,2.6.18-194.11.1.el5,ProLiant BL460c G6,USE0515554,Nashville,fe80::3e4a:92ff:fedd:31ad
89,R147P10,FRC,Server,N,N,Linux,release 5.4,2.6.18-194.11.1.el5,ProLiant BL460c G6,USE0515554,Nashville,fe80::3e4a:92ff:fedd:31a8
90,R147P10,FRC,Server,N,N,Linux,release 5.4,2.6.18-194.11.1.el5,ProLiant BL460c G6,USE0515554,Nashville,fe80::3e4a:92ff:fedd:31ac
91,R147P10,FRC,Server,N,N,Linux,release 5.4,2.6.18-194.11.1.el5,ProLiant BL460c G6,USE0515554,Nashville,160.254.227.37
92,R147P10,FRC,Server,N,N,Linux,release 5.4,2.6.18-194.11.1.el5,ProLiant BL460c G6,USE0515554,Nashville,160.254.227.30
93,R147P10,FRC,Server,N,N,Linux,release 5.4,2.6.18-194.11.1.el5,ProLiant BL460c G6,USE0515554,Nashville,fe80::3e4a:92ff:fedd:31ad
94,R147P10,UDS,Server,N,N,Linux,release 5.4,2.6.18-194.11.1.el5,ProLiant BL460c G6,USE0515554,Nashville,fe80::3e4a:92ff:fedd:31a8
95,R147P10,UDS,Server,N,N,Linux,release 5.4,2.6.18-194.11.1.el5,ProLiant BL460c G6,USE0515554,Nashville,fe80::3e4a:92ff:fedd:31ac
96,R147P10,UDS,Server,N,N,Linux,release 5.4,2.6.18-194.11.1.el5,ProLiant BL460c G6,USE0515554,Nashville,160.254.227.37
97,R147P10,UDS,Server,N,N,Linux,release 5.4,2.6.18-194.11.1.el5,ProLiant BL460c G6,USE0515554,Nashville,160.254.227.30
98,R147P10,UDS,Server,N,N,Linux,release 5.4,2.6.18-194.11.1.el5,ProLiant BL460c G6,USE0515554,Nashville,fe80::3e4a:92ff:fedd:31ad
99,R147P10,ACZ,Server,N,N,Linux,release 5.4,2.6.18-194.11.1.el5,ProLiant BL460c G6,USE0515554,Nashville,fe80::3e4a:92ff:fedd:31a8
100,R147P10,ACZ,Server,N,N,Linux,release 5.4,2.6.18-194.11.1.el5,ProLiant BL460c G6,USE0515554,Nashville,fe80::3e4a:92ff:fedd:31ac
101,R147P10,ACZ,Server,N,N,Linux,release 5.4,2.6.18-194.11.1.el5,ProLiant BL460c G6,USE0515554,Nashville,160.254.227.37
102,R147P10,ACZ,Server,N,N,Linux,release 5.4,2.6.18-194.11.1.el5,ProLiant BL460c G6,USE0515554,Nashville,160.254.227.30
103,R147P10,ACZ,Server,N,N,Linux,release 5.4,2.6.18-194.11.1.el5,ProLiant BL460c G6,USE0515554,Nashville,fe80::3e4a:92ff:fedd:31ad
104,R147P10,NCX,Server,N,N,Linux,release 5.4,2.6.18-194.11.1.el5,ProLiant BL460c G6,USE0515554,Nashville,fe80::3e4a:92ff:fedd:31a8
105,R147P10,NCX,Server,N,N,Linux,release 5.4,2.6.18-194.11.1.el5,ProLiant BL460c G6,USE0515554,Nashville,fe80::3e4a:92ff:fedd:31ac
106,R147P10,NCX,Server,N,N,Linux,release 5.4,2.6.18-194.11.1.el5,ProLiant BL460c G6,USE0515554,Nashville,160.254.227.37
107,R147P10,NCX,Server,N,N,Linux,release 5.4,2.6.18-194.11.1.el5,ProLiant BL460c G6,USE0515554,Nashville,160.254.227.30
108,R147P10,NCX,Server,N,N,Linux,release 5.4,2.6.18-194.11.1.el5,ProLiant BL460c G6,USE0515554,Nashville,fe80::3e4a:92ff:fedd:31ad
109,R147P10,DZZ,Server,N,N,Linux,release 5.4,2.6.18-194.11.1.el5,ProLiant BL460c G6,USE0515554,Nashville,fe80::3e4a:92ff:fedd:31a8
110,R147P10,DZZ,Server,N,N,Linux,release 5.4,2.6.18-194.11.1.el5,ProLiant BL460c G6,USE0515554,Nashville,fe80::3e4a:92ff:fedd:31ac
111,R147P10,DZZ,Server,N,N,Linux,release 5.4,2.6.18-194.11.1.el5,ProLiant BL460c G6,USE0515554,Nashville,160.254.227.37
112,R147P10,DZZ,Server,N,N,Linux,release 5.4,2.6.18-194.11.1.el5,ProLiant BL460c G6,USE0515554,Nashville,160.254.227.30
113,R147P10,DZZ,Server,N,N,Linux,release 5.4,2.6.18-194.11.1.el5,ProLiant BL460c G6,USE0515554,Nashville,fe80::3e4a:92ff:fedd:31ad
114,WSI1VPAPALR01,ALR,Server,Y,N,Windows 2003 R2,3790,5.2.3790,VMware Virtual Platform,VMWARE-50 1D 1D 65 90 04 CE 1E-8D 06 84 41 98 07 87 D3,Nashville,167.222.238.216
115,XSDQ0B27,GLF,Server,N,N,SunOS,s10s_u5wos_10,5.1,Sun Microsystems sun4u Sun SPARC Enterprise M5000 Server,BEF08339AD,SOMERSET,10.9.55.66
116,XSDQ0B27,GLF,Server,N,N,SunOS,s10s_u5wos_10,5.1,Sun Microsystems sun4u Sun SPARC Enterprise M5000 Server,BEF08339AD,SOMERSET,10.9.55.65
117,XSDQ0B27,GDO,Server,N,N,SunOS,s10s_u5wos_10,5.1,Sun Microsystems sun4u Sun SPARC Enterprise M5000 Server,BEF08339AD,SOMERSET,10.9.55.66
118,XSDQ0B27,GDO,Server,N,N,SunOS,s10s_u5wos_10,5.1,Sun Microsystems sun4u Sun SPARC Enterprise M5000 Server,BEF08339AD,SOMERSET,10.9.55.65
119,XSDQ0B27,IPA,Server,N,N,SunOS,s10s_u5wos_10,5.1,Sun Microsystems sun4u Sun SPARC Enterprise M5000 Server,BEF08339AD,SOMERSET,10.9.55.66
120,XSDQ0B27,IPA,Server,N,N,SunOS,s10s_u5wos_10,5.1,Sun Microsystems sun4u Sun SPARC Enterprise M5000 Server,BEF08339AD,SOMERSET,10.9.55.65
121,WTPCPWBGLR03,GLR,Server,Y,N,Windows 2003 R2,3790,5.2.3790,VMware Virtual Platform,VMWARE-42 10 EC BC FC E0 0F 02-DF 8B 5D 48 E9 4B 97 74,Nashville,10.59.236.201
122,WSOMDAVDTA01,DTA,Server,Y,N,Windows 2008 R2,7601,6.1.7601,Virtual Machine,8373-9013-2442-5907-2991-4373-93,SOMERSET,10.9.174.80
123,XSD00Y67,XIA,Server,N,N,SunOS,s10s_u5wos_10,5.1,Sun Microsystems sun4u Sun SPARC Enterprise M5000 Server,BEF0834A1E,SOMERSET,160.254.95.135
124,WTPCPCVVPM02,VPM,Server,Y,N,Windows 2003,3790,5.2.3790,VMware Virtual Platform,VMWARE-50 0F 11 A2 51 84 FB 00-2B 35 A7 D4 2D 02 17 1F,Nashville,160.254.15.163
125,WSOMDAPEAM01,EAM,Server,N,N,Windows 2003,3790,5.2.3790,ProLiant DL380 G4,EAYDMNDZ3V,SOMERSET,10.9.4.49
126,WTPCPCVFOS03,FOS,Server,Y,N,Windows 2003,3790,5.2.3790,VMware Virtual Platform,VMWARE-50 32 BB 11 B5 95 E5 47-23 DD 07 0C 8F FA 22 F6,Nashville,160.254.98.181
127,WNPCPSVQUE02,QUE,Server,Y,N,Windows 2008,6002,6.0.6002,VMware Virtual Platform,VMWARE-50 34 3F DB 31 68 80 8D-02 25 8D 0D 24 77 E2 8B,Freeport,167.222.13.38
128,AVATPCNBK02N08,ESS,Storage,N,N,Linux,release 4,2.6.9-89.ELsmp,N/A,N/A,Nashville,160.254.70.244
129,AVATPCNBK02N08,ESS,Storage,N,N,Linux,release 4,2.6.9-89.ELsmp,N/A,N/A,Nashville,fe80::226:b9ff:fe50:98a
